Unit Type,Unit No.,Address 1,Address 2,Easting,Northing,MH - MOUNTING HEIGHT,CT - COLUMN TYPE,LT - LAMP TYPE,LW - LAMP WATTS
LIGHTING COLUMN,3,CORONATION ROAD,ASHTON-UNDER-LYNE,394468,400579,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,CORONATION ROAD,ASHTON-UNDER-LYNE,394444,400598,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,CORONATION ROAD,ASHTON-UNDER-LYNE,394432,400630,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,CORONATION ROAD,ASHTON-UNDER-LYNE,394415,400655,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,CORONATION ROAD,ASHTON-UNDER-LYNE,394397,400679,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,CORONATION ROAD,ASHTON-UNDER-LYNE,394368,400707,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,CORONATION ROAD,ASHTON-UNDER-LYNE,394355,400737,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,CORONATION ROAD,DROYLSDEN,389804,399086,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,CORONATION ROAD,DROYLSDEN,389833,399092,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,CORONATION ROAD,DROYLSDEN,389870,399110,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,CORONATION ROAD,DROYLSDEN,389908,399118,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,CORONATION STREET,DENTON,391487,395410,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,CORONATION STREET,DENTON,391518,395398,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,CORPORATION ROAD,AUDENSHAW,392106,396891,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,CORPORATION ROAD,AUDENSHAW,392100,396869,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,3,CORPORATION ROAD,AUDENSHAW,392099,396837,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,CORPORATION ROAD,AUDENSHAW,392080,396811,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,CORPORATION ROAD,AUDENSHAW,392077,396774,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,6,CORPORATION ROAD,AUDENSHAW,392066,396744,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,7,CORPORATION ROAD,AUDENSHAW,392047,396715,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,8,CORPORATION ROAD,AUDENSHAW,392047,396690,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,CORPORATION ROAD,AUDENSHAW,392026,396657,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,10,CORPORATION ROAD,AUDENSHAW,392027,396629,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,11,CORPORATION ROAD,AUDENSHAW,392010,396612,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,12,CORPORATION ROAD,AUDENSHAW,392014,396593,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,13,CORPORATION ROAD,AUDENSHAW,391991,396558,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,14,CORPORATION ROAD,AUDENSHAW,391991,396529,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,15,CORPORATION ROAD,AUDENSHAW,391974,396509,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,16,CORPORATION ROAD,AUDENSHAW,391975,396483,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,17,CORPORATION ROAD,AUDENSHAW,391955,396454,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,18,CORPORATION ROAD,AUDENSHAW,391953,396420,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,19,CORPORATION ROAD,AUDENSHAW,391934,396395,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,20,CORPORATION ROAD,AUDENSHAW,391933,396362,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,21,CORPORATION ROAD,AUDENSHAW,391915,396342,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,22,CORPORATION ROAD,AUDENSHAW,391912,396304,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,23,CORPORATION ROAD,AUDENSHAW,391896,396284,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,24,CORPORATION ROAD,AUDENSHAW,391894,396258,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,25,CORPORATION ROAD,AUDENSHAW,391877,396233,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,26,CORPORATION ROAD,AUDENSHAW,391877,396203,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,27,CORPORATION ROAD,AUDENSHAW,391866,396172,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,28,CORPORATION ROAD,AUDENSHAW,391848,396152,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1A,CORPORATION ROAD,AUDENSHAW,392124,396882,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,29,CORPORATION ROAD,DENTON,391848,396119,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,30,CORPORATION ROAD,DENTON,391828,396095,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,31,CORPORATION ROAD,DENTON,391827,396062,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,32,CORPORATION ROAD,DENTON,391809,396041,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,33,CORPORATION ROAD,DENTON,391800,396017,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,34,CORPORATION ROAD,DENTON,391791,395990,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,35,CORPORATION ROAD,DENTON,391783,395964,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,CORPORATION STREET,HYDE,394822,394880,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,2,CORPORATION STREET,HYDE,394787,394871,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,3,CORPORATION STREET,HYDE,394753,394834,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,5,CORPORATION STREET,HYDE,394719,394824,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,CORPORATION STREET,HYDE,394694,394807,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,CORPORATION STREET,HYDE,394670,394780,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,CORPORATION STREET,HYDE,394636,394768,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,CORPORATION STREET,STALYBRIDGE,396304,398441,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,2,CORPORATION STREET,STALYBRIDGE,396339,398447,8 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,3,CORPORATION STREET,STALYBRIDGE,396381,398451,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,CORPORATION STREET,STALYBRIDGE,396421,398455,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,CORPORATION STREET,STALYBRIDGE,396453,398461,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,6,CORPORATION STREET,STALYBRIDGE,396477,398453,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,7,CORPORATION STREET,STALYBRIDGE,396509,398471,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,8,CORPORATION STREET,STALYBRIDGE,396517,398495,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,CORPORATION STREET,STALYBRIDGE,396544,398518,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,10,CORPORATION STREET,STALYBRIDGE,396557,398546,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,11,CORPORATION STREET,STALYBRIDGE,396562,398556,8 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,1,CORRIE CLOSE,DENTON,392574,394164,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,CORRIE CLOSE,DENTON,392605,394168,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,COSTOBADIE CLOSE,MOTTRAM,398814,395034,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COSTOBADIE CLOSE,MOTTRAM,398828,395014,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,COSTOBADIE CLOSE,MOTTRAM,398828,394983,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,COSTOBADIE CLOSE,MOTTRAM,398838,395025,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,COSTOBADIE CLOSE,MOTTRAM,398870,395031,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,COSTOBADIE CLOSE,MOTTRAM,398879,395047,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COSTOBADIE WAY,MOTTRAM,398889,394986,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COSTOBADIE WAY,MOTTRAM,398891,395018,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COTE LANE,MOSSLEY,398372,403127,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COTE LANE,MOSSLEY,398379,403090,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,COTE LANE,MOSSLEY,398370,403054,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,COTE LANE,MOSSLEY,398378,403028,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COTTAGE WALK,DROYLSDEN,389655,399279,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COTTAGE WALK,DROYLSDEN,389644,399313,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394353,399590,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394362,399614,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394387,399634,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394394,399658,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394382,399676,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394422,399644,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394443,399628,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394462,399639,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394456,399656,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,COTTINGHAM DRIVE,ASHTON-UNDER-LYNE,394487,399651,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COTTON CLOSE,HYDE,395374,394455,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COTTON CLOSE,HYDE,395394,394450,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,COTTON CLOSE,HYDE,395412,394458,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COTTON STREET EAST,ASHTON-UNDER-LYNE,393443,398937,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,COTTON STREET EAST,ASHTON-UNDER-LYNE,393473,398950,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,3,COTTON STREET EAST,ASHTON-UNDER-LYNE,393487,398966,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,COTTON STREET EAST,ASHTON-UNDER-LYNE,393522,398972,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,5,COTTON STREET EAST,ASHTON-UNDER-LYNE,393554,398986,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,6,COTTON STREET EAST,ASHTON-UNDER-LYNE,393581,399007,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,COTTON STREET EAST,ASHTON-UNDER-LYNE,393623,399028,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,8,COTTON STREET EAST,ASHTON-UNDER-LYNE,393662,399040,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,COTTON STREET EAST,ASHTON-UNDER-LYNE,393688,399055,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,COTTON STREET WEST,ASHTON-UNDER-LYNE,393137,398812,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,2,COTTON STREET WEST,ASHTON-UNDER-LYNE,393111,398790,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,3,COTTON STREET WEST,ASHTON-UNDER-LYNE,393073,398783,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,COULTHART STREET,ASHTON-UNDER-LYNE,393783,398985,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,1,COUNTESS STREET,ASHTON-UNDER-LYNE,394653,398642,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,COUNTESS STREET,ASHTON-UNDER-LYNE,394693,398644,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,COUNTESS STREET,ASHTON-UNDER-LYNE,394742,398648,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,COUNTESS STREET,ASHTON-UNDER-LYNE,394774,398640,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,COUNTESS STREET,ASHTON-UNDER-LYNE,394812,398631,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,COUNTESS STREET,ASHTON-UNDER-LYNE,394848,398635,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COUNTY AVENUE,ASHTON-UNDER-LYNE,395245,399702,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,COUNTY AVENUE,ASHTON-UNDER-LYNE,395281,399716,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,COUNTY AVENUE,ASHTON-UNDER-LYNE,395305,399740,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,COUNTY AVENUE,ASHTON-UNDER-LYNE,395340,399753,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,COUNTY AVENUE,ASHTON-UNDER-LYNE,395370,399780,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,COWHILL LANE,ASHTON-UNDER-LYNE,394063.73,399307.43,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COWHILL LANE,ASHTON-UNDER-LYNE,394082,399339,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,COWHILL LANE,ASHTON-UNDER-LYNE,394111,399363,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,COWHILL LANE,ASHTON-UNDER-LYNE,394102,399398,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,COWHILL LANE,ASHTON-UNDER-LYNE,394123,399433,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,COWHILL LANE,ASHTON-UNDER-LYNE,394121,399473,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,COWHILL LANE,ASHTON-UNDER-LYNE,394139,399506,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,COWHILL LANE,ASHTON-UNDER-LYNE,394145,399532,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,COWHILL LANE,ASHTON-UNDER-LYNE,394139,399562,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,COWHILL LANE,ASHTON-UNDER-LYNE,394150,399599,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1A,COWHILL LANE,ASHTON-UNDER-LYNE,394028,399250,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,2A,COWHILL LANE,ASHTON-UNDER-LYNE,394056,399274,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,1,COWPER STREET,ASHTON-UNDER-LYNE,394198,399466,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,COWPER STREET,ASHTON-UNDER-LYNE,394208,399510,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,COWPER STREET,ASHTON-UNDER-LYNE,394228,399529,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,CRADDOCK STREET,MOSSLEY,397045,402274,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,CRADDOCK STREET,MOSSLEY,397027,402267,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,CRANBERRY DRIVE,DENTON,391490,395346,8 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,CRANBERRY DRIVE,DENTON,391509,395354,8 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,3,CRANBERRY DRIVE,DENTON,391526,395357,8 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,CRANBERRY DRIVE,DENTON,391522,395333,8 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,CRANBOURNE CLOSE,ASHTON-UNDER-LYNE,393491,399962,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,CRANBOURNE CLOSE,ASHTON-UNDER-LYNE,393482,399999,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393368,399875,8 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,2,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393395,399875,8 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,3,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393423,399898,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,4,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393452,399901,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,5,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393477,399922,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,6,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393509,399927,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,7,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393535,399949,8 Metre,UNKNOWN/NOT APPLICABLE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,8,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393563,399950,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,9,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393587,399972,8 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,10,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393621,399977,8 Metre,UNKNOWN/NOT APPLICABLE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,11,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393647,399998,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,12,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393682,400004,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,13,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393700,400022,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,14,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393731,400027,8 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,15,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393760,400044,8 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,16,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393804,400068,8 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,17,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393834,400073,8 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,18,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393861,400095,8 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,19,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393892,400099,8 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,100 WATTS
LIGHTING COLUMN,20,CRANBOURNE ROAD,ASHTON-UNDER-LYNE,393914,400118,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,CRANBROOK GARDENS,ASHTON-UNDER-LYNE,393567,399652,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,CRANBROOK GARDENS,ASHTON-UNDER-LYNE,393588,399661,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,CRANBROOK GARDENS,ASHTON-UNDER-LYNE,393600,399645,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,CRANBROOK GARDENS,ASHTON-UNDER-LYNE,393609,399616,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,CRANBROOK GARDENS,ASHTON-UNDER-LYNE,393606,399661,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,CRANBROOK GARDENS,ASHTON-UNDER-LYNE,393619,399669,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,CRANBROOK GARDENS,ASHTON-UNDER-LYNE,393636,399662,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
